ProductID,InvoiceDate,Sum of Quantity
P0040,2024-07-01 00:00:00,4
P0040,2024-07-03 00:00:00,8
P0040,2024-09-14 00:00:00,2
P0040,2024-09-23 00:00:00,12
P0040,2024-10-10 00:00:00,9
P0040,2024-11-18 00:00:00,16
P0040,2024-11-24 00:00:00,3
P0040,2024-12-01 00:00:00,12
P0040,2024-12-06 00:00:00,17
P0040,2025-01-02 00:00:00,3
P0040,2025-01-19 00:00:00,9
P0040,2025-02-10 00:00:00,10
P0040,2025-03-01 00:00:00,7
P0040,2025-03-12 00:00:00,18
P0040,2025-04-04 00:00:00,12
P0040,2025-04-16 00:00:00,3
P0040,2025-05-13 00:00:00,13
P0040,2025-06-10 00:00:00,14
P0040,2025-06-13 00:00:00,2
P0040,2025-07-07 00:00:00,18
P0040,2025-08-15 00:00:00,7
P0040,2025-09-04 00:00:00,10
P0040,2025-09-09 00:00:00,16
P0040,2025-09-30 00:00:00,19
P0040,2025-10-27 00:00:00,17
P0040,2025-11-08 00:00:00,8
P0040,2025-12-12 00:00:00,2
P0040,2026-01-24 00:00:00,4
P0040,2026-01-26 00:00:00,2
P0040,2026-03-04 00:00:00,1
P0040,2026-03-12 00:00:00,3
P0041,2024-04-15 00:00:00,3
P0041,2024-04-19 00:00:00,1
P0041,2024-05-11 00:00:00,1
P0041,2024-06-08 00:00:00,1
P0041,2024-07-01 00:00:00,3
P0041,2024-07-23 00:00:00,1
P0041,2024-08-12 00:00:00,3
P0041,2024-09-21 00:00:00,2
P0041,2024-10-11 00:00:00,3
P0041,2024-11-23 00:00:00,1
P0041,2024-12-09 00:00:00,3
P0041,2025-01-18 00:00:00,1
P0041,2025-02-03 00:00:00,3
P0041,2025-02-25 00:00:00,1
P0041,2025-03-23 00:00:00,3
P0041,2025-04-20 00:00:00,3
P0041,2025-05-27 00:00:00,2
P0041,2025-05-29 00:00:00,2
P0041,2025-06-06 00:00:00,3
P0041,2025-08-16 00:00:00,3
P0041,2025-10-27 00:00:00,2
P0041,2026-02-24 00:00:00,5
P0042,2024-06-22 00:00:00,16
P0042,2024-08-19 00:00:00,3
P0042,2024-08-21 00:00:00,23
P0042,2024-09-22 00:00:00,17
P0042,2024-10-20 00:00:00,3
P0042,2025-01-01 00:00:00,26
P0042,2025-06-28 00:00:00,16
P0042,2025-09-22 00:00:00,12
P0043,2024-04-13 00:00:00,6
P0043,2024-04-16 00:00:00,5
P0043,2024-05-25 00:00:00,22
P0043,2024-06-28 00:00:00,3
P0043,2024-08-13 00:00:00,9
P0043,2024-08-24 00:00:00,22
P0043,2024-09-03 00:00:00,10
P0043,2024-09-06 00:00:00,4
P0043,2024-09-25 00:00:00,4
P0043,2024-10-07 00:00:00,10
P0043,2024-10-09 00:00:00,14
P0043,2024-10-28 00:00:00,4
P0043,2024-11-04 00:00:00,9
P0043,2024-11-13 00:00:00,5
P0043,2024-11-14 00:00:00,9
P0043,2024-11-16 00:00:00,4
P0043,2024-11-18 00:00:00,6
P0043,2024-12-03 00:00:00,3
P0043,2024-12-08 00:00:00,2
P0043,2024-12-09 00:00:00,5
P0043,2024-12-17 00:00:00,9
P0043,2025-01-13 00:00:00,6
P0043,2025-03-02 00:00:00,13
P0043,2025-04-11 00:00:00,8
P0043,2025-05-15 00:00:00,4
P0043,2025-06-23 00:00:00,8
P0043,2025-08-11 00:00:00,4
P0043,2025-08-23 00:00:00,10
P0043,2025-08-29 00:00:00,11
P0043,2025-09-04 00:00:00,8
P0043,2025-09-09 00:00:00,1
P0043,2025-09-15 00:00:00,4
P0043,2025-09-18 00:00:00,3
P0043,2025-10-05 00:00:00,1
P0043,2025-10-24 00:00:00,1
P0043,2025-10-30 00:00:00,2
P0043,2025-11-02 00:00:00,8
P0043,2025-11-07 00:00:00,7
P0043,2025-11-10 00:00:00,9
P0043,2025-11-21 00:00:00,8
P0043,2025-11-26 00:00:00,13
P0043,2025-12-01 00:00:00,5
P0043,2025-12-08 00:00:00,10
P0043,2025-12-28 00:00:00,8
P0043,2025-12-31 00:00:00,1
P0043,2026-01-28 00:00:00,9
P0043,2026-03-15 00:00:00,5
P0044,2024-04-27 00:00:00,7
P0044,2024-05-09 00:00:00,2
P0044,2024-06-09 00:00:00,6
P0044,2024-07-05 00:00:00,14
P0044,2024-07-06 00:00:00,1
P0044,2024-08-07 00:00:00,7
P0044,2024-09-08 00:00:00,15
P0044,2024-09-23 00:00:00,3
P0044,2024-10-12 00:00:00,2
P0044,2024-10-28 00:00:00,12
P0044,2024-11-30 00:00:00,5
P0044,2024-12-18 00:00:00,1
P0044,2024-12-19 00:00:00,11
P0044,2025-01-30 00:00:00,1
P0044,2025-05-19 00:00:00,3
P0044,2025-07-21 00:00:00,2
P0044,2025-08-20 00:00:00,1
P0044,2025-10-29 00:00:00,2
P0044,2025-12-01 00:00:00,4
P0044,2026-03-26 00:00:00,3
P0045,2024-04-04 00:00:00,6
P0045,2024-04-06 00:00:00,6
P0045,2024-04-07 00:00:00,6
P0045,2024-04-10 00:00:00,3
P0045,2024-04-12 00:00:00,5
P0045,2024-05-14 00:00:00,16
P0045,2024-05-15 00:00:00,2
P0045,2024-05-16 00:00:00,2
P0045,2024-05-22 00:00:00,10
P0045,2024-05-24 00:00:00,7
P0045,2024-06-05 00:00:00,3
P0045,2024-06-08 00:00:00,10
P0045,2024-06-30 00:00:00,7
P0045,2024-07-08 00:00:00,8
P0045,2024-07-15 00:00:00,6
P0045,2024-07-16 00:00:00,4
P0045,2024-07-18 00:00:00,8
P0045,2024-07-31 00:00:00,10
P0045,2024-08-07 00:00:00,2
P0045,2024-08-09 00:00:00,8
P0045,2024-08-13 00:00:00,1
P0045,2024-08-16 00:00:00,8
P0045,2024-08-23 00:00:00,6
P0045,2024-08-29 00:00:00,13
P0045,2024-08-30 00:00:00,8
P0045,2024-09-02 00:00:00,6
P0045,2024-09-06 00:00:00,5
P0045,2024-09-07 00:00:00,8
P0045,2024-09-08 00:00:00,8
P0045,2024-09-28 00:00:00,8
P0045,2024-10-07 00:00:00,8
P0045,2024-10-26 00:00:00,8
P0045,2024-10-28 00:00:00,3
P0045,2024-11-15 00:00:00,4
P0045,2024-11-18 00:00:00,4
P0045,2024-12-01 00:00:00,8
P0045,2024-12-03 00:00:00,3
P0045,2024-12-15 00:00:00,7
P0045,2024-12-16 00:00:00,4
P0045,2024-12-17 00:00:00,10
P0045,2024-12-28 00:00:00,3
P0045,2025-01-01 00:00:00,6
P0045,2025-01-06 00:00:00,7
P0045,2025-01-14 00:00:00,7
P0045,2025-01-26 00:00:00,12
P0045,2025-01-29 00:00:00,1
P0045,2025-01-30 00:00:00,8
P0045,2025-02-01 00:00:00,1
P0045,2025-02-12 00:00:00,8
P0045,2025-02-15 00:00:00,9
P0045,2025-02-26 00:00:00,5
P0045,2025-03-04 00:00:00,9
P0045,2025-03-11 00:00:00,9
P0045,2025-03-16 00:00:00,5
P0045,2025-03-25 00:00:00,4
P0045,2025-04-09 00:00:00,3
P0045,2025-04-11 00:00:00,7
P0045,2025-04-15 00:00:00,21
P0045,2025-04-21 00:00:00,13
P0045,2025-04-24 00:00:00,4
P0045,2025-04-28 00:00:00,3
P0045,2025-05-01 00:00:00,9
P0045,2025-05-15 00:00:00,15
P0045,2025-05-20 00:00:00,5
P0045,2025-05-28 00:00:00,12
P0045,2025-06-01 00:00:00,12
P0045,2025-06-07 00:00:00,6
P0045,2025-06-16 00:00:00,3
P0045,2025-06-27 00:00:00,9
P0045,2025-07-10 00:00:00,7
P0045,2025-07-12 00:00:00,7
P0045,2025-07-17 00:00:00,8
P0045,2025-07-19 00:00:00,7
P0045,2025-07-26 00:00:00,8
P0045,2025-07-28 00:00:00,5
P0045,2025-08-13 00:00:00,5
P0045,2025-08-19 00:00:00,4
P0045,2025-08-30 00:00:00,9
P0045,2025-09-03 00:00:00,9
P0045,2025-09-05 00:00:00,7
P0045,2025-09-07 00:00:00,6
P0045,2025-10-01 00:00:00,2
P0045,2025-10-03 00:00:00,9
P0045,2025-10-13 00:00:00,3
P0045,2025-10-23 00:00:00,8
P0045,2025-10-25 00:00:00,3
P0045,2025-11-03 00:00:00,4
P0045,2025-11-17 00:00:00,8
P0045,2025-11-27 00:00:00,14
P0045,2025-11-28 00:00:00,6
P0045,2025-12-06 00:00:00,5
P0045,2025-12-11 00:00:00,18
P0045,2025-12-19 00:00:00,2
P0045,2025-12-24 00:00:00,9
P0045,2025-12-25 00:00:00,15
P0045,2025-12-28 00:00:00,14
P0045,2025-12-31 00:00:00,11
P0045,2026-01-01 00:00:00,4
P0045,2026-01-03 00:00:00,5
P0045,2026-01-04 00:00:00,5
P0045,2026-01-12 00:00:00,5
P0045,2026-01-14 00:00:00,7
P0045,2026-01-22 00:00:00,3
P0045,2026-01-25 00:00:00,6
P0045,2026-02-02 00:00:00,12
P0045,2026-02-08 00:00:00,1
P0045,2026-02-13 00:00:00,4
P0045,2026-02-23 00:00:00,12
P0045,2026-02-28 00:00:00,1
P0045,2026-03-01 00:00:00,7
P0045,2026-03-08 00:00:00,10
P0045,2026-03-18 00:00:00,8
P0045,2026-03-21 00:00:00,4
P0045,2026-03-25 00:00:00,3
P0045,2026-03-28 00:00:00,4
P0046,2026-02-06 00:00:00,20
P0046,2026-02-18 00:00:00,10
P0046,2026-03-29 00:00:00,15
P0047,2024-05-20 00:00:00,12
P0047,2024-05-21 00:00:00,2
P0047,2024-07-16 00:00:00,4
P0047,2024-08-23 00:00:00,7
P0047,2024-08-31 00:00:00,6
P0047,2024-09-01 00:00:00,7
P0047,2024-10-17 00:00:00,9
P0047,2024-10-20 00:00:00,9
P0047,2024-11-19 00:00:00,8
P0047,2024-11-29 00:00:00,2
P0047,2024-12-09 00:00:00,4
P0047,2025-01-02 00:00:00,7
P0047,2025-03-04 00:00:00,8
P0047,2025-03-26 00:00:00,6
P0047,2025-04-23 00:00:00,5
P0047,2025-04-24 00:00:00,4
P0047,2025-05-18 00:00:00,6
P0047,2025-05-23 00:00:00,3
P0047,2025-06-21 00:00:00,7
P0047,2025-07-16 00:00:00,3
P0047,2025-07-28 00:00:00,13
P0047,2025-08-22 00:00:00,5
P0047,2025-08-24 00:00:00,9
P0047,2025-10-09 00:00:00,18
P0047,2025-10-22 00:00:00,4
P0047,2025-11-23 00:00:00,4
P0047,2025-11-24 00:00:00,5
P0047,2025-12-10 00:00:00,6
P0047,2025-12-19 00:00:00,3
P0047,2025-12-28 00:00:00,1
P0047,2026-01-25 00:00:00,8
P0047,2026-01-28 00:00:00,2
P0047,2026-02-03 00:00:00,4
P0047,2026-02-15 00:00:00,5
P0047,2026-03-05 00:00:00,4
P0047,2026-03-21 00:00:00,6
P0048,2024-04-01 00:00:00,3
P0048,2024-04-22 00:00:00,5
P0048,2024-04-27 00:00:00,4
P0048,2024-04-28 00:00:00,4
P0048,2024-05-14 00:00:00,4
P0048,2024-05-24 00:00:00,4
P0048,2024-05-31 00:00:00,1
P0048,2024-06-13 00:00:00,11
P0048,2024-06-25 00:00:00,3
P0048,2024-07-03 00:00:00,6
P0048,2024-07-13 00:00:00,6
P0048,2024-08-12 00:00:00,7
P0048,2024-09-11 00:00:00,1
P0048,2024-09-28 00:00:00,7
P0048,2024-09-29 00:00:00,3
P0048,2024-10-03 00:00:00,7
P0048,2024-10-04 00:00:00,2
P0048,2024-10-09 00:00:00,6
P0048,2024-10-27 00:00:00,5
P0048,2024-11-18 00:00:00,5
P0048,2024-12-19 00:00:00,10
P0048,2025-01-02 00:00:00,3
P0048,2025-01-21 00:00:00,4
P0048,2025-01-31 00:00:00,3
P0048,2025-02-03 00:00:00,6
P0048,2025-02-25 00:00:00,3
P0048,2025-03-16 00:00:00,5
P0048,2025-03-18 00:00:00,1
P0048,2025-04-05 00:00:00,2
P0048,2025-04-09 00:00:00,4
P0048,2025-04-19 00:00:00,2
P0048,2025-04-20 00:00:00,1
P0048,2025-05-04 00:00:00,1
P0048,2025-05-08 00:00:00,4
P0048,2025-05-25 00:00:00,3
P0048,2025-06-02 00:00:00,13
P0048,2025-06-23 00:00:00,4
P0048,2025-07-12 00:00:00,7
P0048,2025-07-15 00:00:00,1
P0048,2025-07-16 00:00:00,4
P0048,2025-08-13 00:00:00,6
P0048,2025-08-16 00:00:00,6
P0048,2025-08-31 00:00:00,2
P0048,2025-09-05 00:00:00,4
P0048,2025-09-11 00:00:00,7
P0048,2025-09-22 00:00:00,8
P0048,2025-09-25 00:00:00,1
P0048,2025-10-16 00:00:00,6
P0048,2025-10-26 00:00:00,9
P0048,2025-11-05 00:00:00,1
P0048,2025-11-06 00:00:00,15
P0048,2025-11-23 00:00:00,1
P0048,2025-12-06 00:00:00,3
P0048,2025-12-07 00:00:00,7
P0048,2025-12-22 00:00:00,1
P0048,2026-01-07 00:00:00,2
P0048,2026-01-10 00:00:00,6
P0048,2026-01-31 00:00:00,9
P0048,2026-02-04 00:00:00,3
P0048,2026-02-09 00:00:00,4
P0048,2026-02-19 00:00:00,3
P0048,2026-03-05 00:00:00,1
P0048,2026-03-10 00:00:00,6
P0049,2026-01-18 00:00:00,7
P0049,2026-01-29 00:00:00,10
P0049,2026-02-09 00:00:00,7
P0049,2026-02-18 00:00:00,1
P0049,2026-02-22 00:00:00,2
P0049,2026-03-03 00:00:00,7
P0049,2026-03-04 00:00:00,15
P0049,2026-03-06 00:00:00,9
P0049,2026-03-09 00:00:00,6
P0049,2026-03-16 00:00:00,11
P0050,2024-04-08 00:00:00,3
P0050,2024-06-04 00:00:00,2
P0050,2024-07-24 00:00:00,1
P0050,2024-10-16 00:00:00,4
P0050,2025-01-14 00:00:00,3
P0050,2025-03-06 00:00:00,10
P0050,2025-05-06 00:00:00,7
P0050,2025-07-01 00:00:00,1
P0050,2025-09-26 00:00:00,5
P0050,2025-10-16 00:00:00,3
P0050,2025-10-21 00:00:00,4
P0050,2025-11-23 00:00:00,3
P0050,2025-12-11 00:00:00,1
P0050,2026-02-19 00:00:00,4
P0050,2026-03-27 00:00:00,1
P0051,2024-04-10 00:00:00,4
P0051,2024-05-14 00:00:00,1
P0051,2024-06-23 00:00:00,2
P0051,2024-08-26 00:00:00,3
P0051,2024-11-01 00:00:00,7
P0051,2024-12-11 00:00:00,5
P0051,2025-04-03 00:00:00,2
P0051,2025-08-12 00:00:00,1
P0051,2025-09-10 00:00:00,2
P0051,2025-09-28 00:00:00,1
P0051,2025-10-21 00:00:00,3
P0051,2026-01-09 00:00:00,3
P0051,2026-01-19 00:00:00,3
P0051,2026-02-17 00:00:00,4
P0052,2024-04-21 00:00:00,20
P0052,2024-04-30 00:00:00,5
P0052,2024-05-04 00:00:00,2
P0052,2024-06-14 00:00:00,15
P0052,2024-07-10 00:00:00,66
P0052,2024-07-12 00:00:00,14
P0052,2024-07-20 00:00:00,18
P0052,2024-08-06 00:00:00,6
P0052,2024-08-14 00:00:00,12
P0052,2024-08-31 00:00:00,14
P0052,2024-09-22 00:00:00,16
P0052,2024-09-29 00:00:00,22
P0052,2024-10-16 00:00:00,2
P0052,2024-11-08 00:00:00,12
P0052,2024-11-22 00:00:00,2
P0052,2024-11-25 00:00:00,3
P0052,2024-12-01 00:00:00,9
P0052,2024-12-29 00:00:00,7
P0052,2025-01-18 00:00:00,16
P0052,2025-01-25 00:00:00,20
P0052,2025-02-15 00:00:00,7
P0052,2025-02-27 00:00:00,2
P0052,2025-03-10 00:00:00,6
P0052,2025-03-19 00:00:00,8
P0052,2025-04-03 00:00:00,15
P0052,2025-04-15 00:00:00,7
P0052,2025-04-21 00:00:00,2
P0052,2025-04-27 00:00:00,3
P0052,2025-05-02 00:00:00,7
P0052,2025-05-04 00:00:00,10
P0052,2025-05-24 00:00:00,33
P0052,2025-06-13 00:00:00,46
P0052,2025-06-20 00:00:00,10
P0052,2025-06-30 00:00:00,17
P0052,2025-07-21 00:00:00,15
P0052,2025-07-22 00:00:00,9
P0052,2025-08-04 00:00:00,32
P0052,2025-08-24 00:00:00,15
P0052,2025-08-27 00:00:00,23
P0052,2025-08-30 00:00:00,16
P0052,2025-09-12 00:00:00,20
P0052,2025-09-22 00:00:00,10
P0052,2025-10-25 00:00:00,18
P0052,2025-10-26 00:00:00,7
P0052,2025-10-31 00:00:00,7
P0052,2025-11-10 00:00:00,28
P0052,2025-11-29 00:00:00,28
P0052,2025-12-01 00:00:00,10
P0052,2025-12-19 00:00:00,15
P0052,2025-12-23 00:00:00,12
P0052,2025-12-28 00:00:00,5
P0052,2026-01-12 00:00:00,8
P0052,2026-01-15 00:00:00,28
P0052,2026-01-27 00:00:00,11
P0052,2026-02-03 00:00:00,12
P0052,2026-02-27 00:00:00,7
P0052,2026-03-06 00:00:00,31
P0052,2026-03-18 00:00:00,20
P0052,2026-03-24 00:00:00,19
P0053,2024-04-28 00:00:00,5
P0053,2024-05-05 00:00:00,6
P0053,2024-06-25 00:00:00,8
P0053,2024-07-15 00:00:00,4
P0053,2024-07-21 00:00:00,3
P0053,2024-08-15 00:00:00,3
P0053,2024-08-30 00:00:00,6
P0053,2024-10-13 00:00:00,3
P0053,2024-12-05 00:00:00,7
P0053,2024-12-16 00:00:00,4
P0053,2024-12-26 00:00:00,8
P0053,2025-01-18 00:00:00,6
P0053,2025-02-17 00:00:00,6
P0053,2025-03-13 00:00:00,5
P0053,2025-03-17 00:00:00,7
P0053,2025-03-31 00:00:00,4
P0053,2025-04-16 00:00:00,8
P0053,2025-06-21 00:00:00,1
P0053,2025-06-28 00:00:00,15
P0053,2025-07-30 00:00:00,5
P0053,2025-08-10 00:00:00,2
P0053,2025-09-09 00:00:00,2
P0053,2025-11-21 00:00:00,2
P0054,2024-04-08 00:00:00,14
P0054,2024-04-12 00:00:00,26
P0054,2024-04-19 00:00:00,2
P0054,2024-04-25 00:00:00,20
P0054,2024-04-27 00:00:00,8
P0054,2024-04-30 00:00:00,18
P0054,2024-05-02 00:00:00,28
P0054,2024-05-08 00:00:00,14
P0054,2024-05-24 00:00:00,44
P0054,2024-05-28 00:00:00,25
P0054,2024-06-09 00:00:00,7
P0054,2024-06-25 00:00:00,6
P0054,2024-07-01 00:00:00,10
P0054,2024-07-02 00:00:00,25
P0054,2024-07-05 00:00:00,18
P0054,2024-07-14 00:00:00,7
P0054,2024-07-16 00:00:00,50
P0054,2024-08-04 00:00:00,10
P0054,2024-08-05 00:00:00,20
P0054,2024-08-10 00:00:00,28
P0054,2024-08-12 00:00:00,22
P0054,2024-08-17 00:00:00,16
P0054,2024-08-21 00:00:00,20
P0054,2024-08-24 00:00:00,10
P0054,2024-08-27 00:00:00,34
P0054,2024-09-04 00:00:00,27
P0054,2024-09-10 00:00:00,26
P0054,2024-09-22 00:00:00,15
P0054,2024-09-24 00:00:00,2
P0054,2024-10-02 00:00:00,9
P0054,2024-10-03 00:00:00,17
P0054,2024-10-06 00:00:00,25
P0054,2024-10-15 00:00:00,22
P0054,2024-10-27 00:00:00,23
P0054,2024-11-02 00:00:00,26
P0054,2024-11-07 00:00:00,23
P0054,2024-11-14 00:00:00,12
P0054,2024-11-19 00:00:00,24
P0054,2024-11-23 00:00:00,8
P0054,2024-11-30 00:00:00,32
P0054,2024-12-06 00:00:00,4
P0054,2024-12-12 00:00:00,26
P0054,2024-12-15 00:00:00,21
P0054,2024-12-23 00:00:00,9
P0054,2024-12-25 00:00:00,12
P0054,2024-12-30 00:00:00,43
P0054,2024-12-31 00:00:00,10
P0054,2025-01-03 00:00:00,19
P0054,2025-01-14 00:00:00,14
P0054,2025-01-17 00:00:00,16
P0054,2025-01-27 00:00:00,6
P0054,2025-02-01 00:00:00,15
P0054,2025-02-03 00:00:00,56
P0054,2025-02-16 00:00:00,54
P0054,2025-02-22 00:00:00,5
P0054,2025-02-27 00:00:00,8
P0054,2025-03-02 00:00:00,14
P0054,2025-03-04 00:00:00,20
P0054,2025-03-07 00:00:00,20
P0054,2025-03-15 00:00:00,15
P0054,2025-03-20 00:00:00,10
P0054,2025-03-26 00:00:00,11
P0054,2025-04-05 00:00:00,18
P0054,2025-04-12 00:00:00,4
P0054,2025-04-16 00:00:00,6
P0054,2025-04-18 00:00:00,3
P0054,2025-04-26 00:00:00,26
P0054,2025-05-05 00:00:00,6
P0054,2025-05-11 00:00:00,25
P0054,2025-05-13 00:00:00,27
P0054,2025-05-28 00:00:00,27
P0054,2025-06-03 00:00:00,12
P0054,2025-06-06 00:00:00,20
P0054,2025-06-13 00:00:00,39
P0054,2025-07-01 00:00:00,31
P0054,2025-07-08 00:00:00,49
P0054,2025-07-18 00:00:00,8
P0054,2025-07-23 00:00:00,20
P0054,2025-07-26 00:00:00,21
P0054,2025-08-02 00:00:00,38
P0054,2025-08-26 00:00:00,36
P0054,2025-08-30 00:00:00,3
P0054,2025-09-03 00:00:00,2
P0054,2025-09-05 00:00:00,20
P0054,2025-09-17 00:00:00,10
P0054,2025-09-23 00:00:00,7
P0054,2025-09-27 00:00:00,15
P0054,2025-10-03 00:00:00,2
P0054,2025-10-11 00:00:00,3
P0054,2025-10-12 00:00:00,21
P0054,2025-10-15 00:00:00,7
P0054,2025-10-27 00:00:00,27
P0054,2025-11-01 00:00:00,74
P0054,2025-11-07 00:00:00,14
P0054,2025-11-12 00:00:00,5
P0054,2025-11-28 00:00:00,10
P0054,2025-12-17 00:00:00,4
P0054,2025-12-20 00:00:00,14
P0054,2025-12-23 00:00:00,20
P0054,2026-01-08 00:00:00,12
P0054,2026-01-11 00:00:00,12
P0054,2026-01-14 00:00:00,22
P0054,2026-01-16 00:00:00,11
P0054,2026-01-18 00:00:00,11
P0054,2026-01-20 00:00:00,27
P0054,2026-02-07 00:00:00,27
P0054,2026-02-10 00:00:00,25
P0054,2026-02-12 00:00:00,42
P0054,2026-02-17 00:00:00,18
P0054,2026-02-19 00:00:00,59
P0054,2026-03-02 00:00:00,7
P0054,2026-03-13 00:00:00,22
P0054,2026-03-22 00:00:00,26
P0054,2026-03-24 00:00:00,12
P0055,2024-04-06 00:00:00,4
P0055,2024-08-05 00:00:00,4
P0055,2024-08-10 00:00:00,7
P0055,2024-08-14 00:00:00,2
P0055,2024-08-27 00:00:00,2
P0055,2024-09-19 00:00:00,7
P0055,2024-09-20 00:00:00,5
P0055,2024-09-21 00:00:00,3
P0055,2024-10-23 00:00:00,5
P0055,2024-11-02 00:00:00,3
P0055,2024-11-15 00:00:00,1
P0055,2024-11-30 00:00:00,2
P0055,2024-12-05 00:00:00,3
P0055,2024-12-09 00:00:00,5
P0055,2024-12-28 00:00:00,1
P0055,2025-01-17 00:00:00,7
P0055,2025-01-19 00:00:00,3
P0055,2025-02-15 00:00:00,3
P0055,2025-02-17 00:00:00,3
P0055,2025-03-09 00:00:00,6
P0055,2025-05-21 00:00:00,3
P0055,2025-06-21 00:00:00,6
P0055,2025-06-29 00:00:00,3
P0055,2025-08-01 00:00:00,9
P0055,2025-08-20 00:00:00,17
P0055,2025-09-04 00:00:00,8
P0055,2025-09-08 00:00:00,4
P0055,2025-09-24 00:00:00,19
P0055,2025-09-29 00:00:00,12
P0055,2025-10-03 00:00:00,10
P0055,2025-10-08 00:00:00,7
P0055,2025-11-15 00:00:00,11
P0055,2025-11-17 00:00:00,10
P0055,2025-11-29 00:00:00,16
P0055,2025-12-09 00:00:00,4
P0055,2025-12-11 00:00:00,3
P0055,2025-12-21 00:00:00,2
P0055,2025-12-30 00:00:00,5
P0055,2026-01-02 00:00:00,12
P0055,2026-01-04 00:00:00,3
P0056,2024-05-11 00:00:00,2
P0056,2024-05-27 00:00:00,7
P0056,2024-07-16 00:00:00,26
P0056,2024-10-11 00:00:00,29
P0056,2024-11-08 00:00:00,18
P0056,2024-12-15 00:00:00,29
P0056,2025-01-29 00:00:00,87
P0056,2025-03-31 00:00:00,59
P0056,2025-04-16 00:00:00,57
P0056,2025-05-19 00:00:00,31
P0056,2025-07-16 00:00:00,53
P0056,2025-10-20 00:00:00,23
P0056,2025-11-12 00:00:00,21
P0056,2025-11-20 00:00:00,25
P0056,2025-12-19 00:00:00,12
P0056,2026-01-11 00:00:00,33
P0056,2026-01-18 00:00:00,6
P0057,2024-05-05 00:00:00,52
P0057,2024-05-06 00:00:00,6
P0057,2024-06-08 00:00:00,19
P0057,2024-11-12 00:00:00,35
P0057,2024-11-18 00:00:00,43
P0057,2024-11-21 00:00:00,58
P0057,2024-11-23 00:00:00,30
P0057,2024-11-24 00:00:00,9
P0057,2024-12-16 00:00:00,6
P0057,2024-12-20 00:00:00,6
P0057,2024-12-26 00:00:00,16
P0057,2025-01-01 00:00:00,46
P0057,2025-01-11 00:00:00,12
P0057,2025-01-20 00:00:00,9
P0057,2025-04-27 00:00:00,24
P0057,2025-06-16 00:00:00,18
P0057,2025-08-15 00:00:00,34
P0057,2025-10-10 00:00:00,23
P0057,2025-11-01 00:00:00,21
P0057,2025-11-02 00:00:00,17
P0057,2025-11-06 00:00:00,17
P0057,2025-11-16 00:00:00,41
P0057,2025-11-20 00:00:00,7
P0057,2025-11-22 00:00:00,4
P0057,2025-12-05 00:00:00,19
P0057,2025-12-09 00:00:00,60
P0057,2025-12-16 00:00:00,23
P0057,2025-12-27 00:00:00,11
P0057,2026-01-08 00:00:00,11
P0057,2026-02-06 00:00:00,24
P0057,2026-02-17 00:00:00,9
P0057,2026-03-19 00:00:00,9
P0057,2026-03-25 00:00:00,32
P0058,2024-04-10 00:00:00,11
P0058,2024-05-08 00:00:00,3
P0058,2024-05-09 00:00:00,5
P0058,2024-05-12 00:00:00,6
P0058,2024-06-12 00:00:00,7
P0058,2024-06-16 00:00:00,5
P0058,2024-06-19 00:00:00,11
P0058,2024-06-30 00:00:00,16
P0058,2024-07-06 00:00:00,1
P0058,2024-07-12 00:00:00,7
P0058,2024-08-01 00:00:00,25
P0058,2024-08-13 00:00:00,8
P0058,2024-09-01 00:00:00,2
P0058,2024-09-28 00:00:00,10
P0058,2024-09-30 00:00:00,10
P0058,2024-10-21 00:00:00,18
P0058,2024-11-06 00:00:00,3
P0058,2024-11-12 00:00:00,7
P0058,2024-11-27 00:00:00,22
P0058,2024-12-16 00:00:00,17
P0058,2024-12-22 00:00:00,12
P0058,2025-01-16 00:00:00,16
P0058,2025-02-24 00:00:00,2
P0058,2025-03-17 00:00:00,12
P0058,2025-03-27 00:00:00,5
P0058,2025-04-02 00:00:00,8
P0058,2025-04-20 00:00:00,20
P0058,2025-05-08 00:00:00,4
P0058,2025-06-09 00:00:00,3
P0058,2025-06-13 00:00:00,9
P0058,2025-06-19 00:00:00,9
P0058,2025-07-05 00:00:00,10
P0058,2025-08-08 00:00:00,5
P0058,2025-08-29 00:00:00,7
P0058,2025-09-04 00:00:00,3
P0058,2025-09-05 00:00:00,4
P0058,2025-09-07 00:00:00,15
P0058,2025-10-06 00:00:00,16
P0058,2025-10-07 00:00:00,12
P0058,2025-10-17 00:00:00,9
P0058,2025-10-31 00:00:00,7
P0058,2025-11-05 00:00:00,4
P0058,2025-11-25 00:00:00,7
P0058,2025-12-03 00:00:00,2
P0058,2025-12-20 00:00:00,11
P0058,2025-12-28 00:00:00,1
P0058,2026-01-27 00:00:00,17
P0058,2026-01-28 00:00:00,8
P0058,2026-02-25 00:00:00,22
P0058,2026-02-26 00:00:00,15
P0058,2026-02-28 00:00:00,16
P0058,2026-03-23 00:00:00,6
P0058,2026-03-25 00:00:00,4
P0059,2024-04-04 00:00:00,1
P0059,2024-05-27 00:00:00,4
P0059,2024-06-07 00:00:00,3
P0059,2024-06-17 00:00:00,4
P0059,2024-06-18 00:00:00,4
P0059,2024-07-29 00:00:00,2
P0059,2024-08-31 00:00:00,5
P0059,2024-09-03 00:00:00,4
P0059,2024-10-30 00:00:00,4
P0059,2024-11-02 00:00:00,5
P0059,2024-11-23 00:00:00,2
P0059,2024-12-02 00:00:00,1
